solar_rad,slp,datetime,ts,dewpt,uv,wind_dir,ghi,dhi,precip,pop,ozone,app_temp,clouds_low,clouds_mid,snow_depth,wind_gust_spd,dni,timestamp_utc,timestamp_local,wind_cdir,rh,pod,pres,snow,temp,clouds,vis,clouds_hi,wind_spd,wind_cdir_full,description,code,icon,city,country,lon,lat
282.76233,994.5,2024-06-15:12,1718452800,52.7,2.2,287,292.24,147.3,0,0,295.5,109.3,0,10,0,14.8,454.88,2024-06-15T12:00:00,2024-06-15T17:00:00,WNW,15,d,969.5,0,111,0,14.9,41,6.3,west-northwest,Scattered clouds,802,c02d,Gujrānwāla,Pakistan,74.1945,32.1877
0,996,2024-06-15:15,1718463600,65.2,0,255,0,0,0,0,293.8,104.4,0,0,0,19.7,0,2024-06-15T15:00:00,2024-06-15T20:00:00,WSW,32,n,971,0,100.5,0,14.9,0,6.2,west-southwest,Clear Sky,800,c01n,Gujrānwāla,Pakistan,74.1945,32.1877
0,996.5,2024-06-15:18,1718474400,68.4,0,267,0,0,0,0,292.8,99.5,0,0,0,10.2,0,2024-06-15T18:00:00,2024-06-15T23:00:00,W,43,n,971,0,94.4,0,14.9,31,4.9,west,Few clouds,801,c02n,Gujrānwāla,Pakistan,74.1945,32.1877
0,996.5,2024-06-15:21,1718485200,68.3,0,278,0,0,0,0,290.8,95,0,0,0,7.4,0,2024-06-15T21:00:00,2024-06-16T02:00:00,W,48,n,971,0,90.7,0,14.9,0,2.7,west,Clear Sky,800,c01n,Gujrānwāla,Pakistan,74.1945,32.1877
117.024605,998,2024-06-16:00,1718496000,72.8,1.5,244,57.71,64.45,0,0,291.8,96.7,0,0,0,2,168.86,2024-06-16T00:00:00,2024-06-16T05:00:00,WSW,59,d,972.5,0,89,0,14.9,0,0.2,west-southwest,Clear Sky,800,c01d,Gujrānwāla,Pakistan,74.1945,32.1877
430.5341,999.5,2024-06-16:03,1718506800,70.7,3.4,248,458.37,181.29,0,0,293,104.8,0,0,0,8.2,560.8,2024-06-16T03:00:00,2024-06-16T08:00:00,WSW,43,d,974,0,97,0,14.9,0,3.3,west-southwest,Clear Sky,800,c01d,Gujrānwāla,Pakistan,74.1945,32.1877
808.9982,998.5,2024-06-16:06,1718517600,67.2,9.1,275,854.87,237.48,0,0,294,115.9,0,0,0,13.2,718.66,2024-06-16T06:00:00,2024-06-16T11:00:00,W,27,d,973.5,0,108.5,0,14.9,0,5.3,west,Clear Sky,800,c01d,Gujrānwāla,Pakistan,74.1945,32.1877
743.8213,996,2024-06-16:09,1718528400,59.5,7.6,269,775.12,227.94,0,0,293,115.4,0,40,0,17.2,693.31,2024-06-16T09:00:00,2024-06-16T14:00:00,W,18,d,971,0,113.3,0,14.9,1,7,west,Few clouds,801,c02d,Gujrānwāla,Pakistan,74.1945,32.1877
282.2877,994.5,2024-06-16:12,1718539200,56.1,2.2,287,293.05,147.48,0,0,293.8,113.1,0,31,0,16.8,455.46,2024-06-16T12:00:00,2024-06-16T17:00:00,WNW,16,d,969.5,0,113.1,0,14.9,0,6.7,west-northwest,Few clouds,801,c02d,Gujrānwāla,Pakistan,74.1945,32.1877
0,995,2024-06-16:15,1718550000,59,0,264,0,0,0,0,293.3,104.9,0,0,0,7.8,0,2024-06-16T15:00:00,2024-06-16T20:00:00,W,23,n,970,0,104.2,0,14.9,0,3.3,west,Clear Sky,800,c01n,Gujrānwāla,Pakistan,74.1945,32.1877
0,996,2024-06-16:18,1718560800,62.8,0,274,0,0,0,0,293.5,99.4,0,0,0,7.2,0,2024-06-16T18:00:00,2024-06-16T23:00:00,W,32,n,970.5,0,97.6,0,14.9,0,3.6,west,Clear Sky,800,c01n,Gujrānwāla,Pakistan,74.1945,32.1877
0,996,2024-06-16:21,1718571600,64.7,0,230,0,0,0,0,291,95.6,0,0,0,8.1,0,2024-06-16T21:00:00,2024-06-17T02:00:00,SW,39,n,970.5,0,93.4,0,14.9,0,3.9,southwest,Clear Sky,800,c01n,Gujrānwāla,Pakistan,74.1945,32.1877
118.323326,997.5,2024-06-17:00,1718582400,67.8,1.5,249,58.06,64.65,0,0,292.8,94.8,0,16,0,7.4,169.59,2024-06-17T00:00:00,2024-06-17T05:00:00,WSW,47,d,972,0,90.8,0,14.9,0,3.6,west-southwest,Few clouds,801,c02d,Gujrānwāla,Pakistan,74.1945,32.1877
431.9211,999,2024-06-17:03,1718593200,69.2,3.4,267,457.83,181.17,0,0,294,105.2,0,0,0,14.2,560.46,2024-06-17T03:00:00,2024-06-17T08:00:00,W,39,d,973.5,0,98.5,0,14.9,0,6.1,west,Clear Sky,800,c01d,Gujrānwāla,Pakistan,74.1945,32.1877
809.77875,998,2024-06-17:06,1718604000,66.4,9.1,276,854.6,237.43,0,0,291,117.2,0,0,0,15.6,718.51,2024-06-17T06:00:00,2024-06-17T11:00:00,W,25,d,972.5,0,110.2,0,14.9,0,6.3,west,Clear Sky,800,c01d,Gujrānwāla,Pakistan,74.1945,32.1877
742.0093,995.5,2024-06-17:09,1718614800,61.6,7.6,274,775.5,227.96,0,0,290.8,119.6,0,52,0,17.2,693.37,2024-06-17T09:00:00,2024-06-17T14:00:00,W,18,d,970.5,0,115.9,0,14.9,5,7.1,west,Scattered clouds,802,c02d,Gujrānwāla,Pakistan,74.1945,32.1877
243.20857,994,2024-06-17:12,1718625600,58.2,1.3,296,293.82,147.65,0,0,292.5,114.8,0,69,0,17.3,456.02,2024-06-17T12:00:00,2024-06-17T17:00:00,WNW,17,d,969,0,113.6,57,14.9,4,7.6,west-northwest,Scattered clouds,802,c02d,Gujrānwāla,Pakistan,74.1945,32.1877
0,995,2024-06-17:15,1718636400,60.6,0,316,0,0,0,0,292.5,106.3,0,0,0,11.6,0,2024-06-17T15:00:00,2024-06-17T20:00:00,NW,24,n,970,0,104.6,0,14.9,0,4.7,northwest,Clear Sky,800,c01n,Gujrānwāla,Pakistan,74.1945,32.1877
0,995.5,2024-06-17:18,1718647200,63.3,0,3,0,0,0,0,292.8,100.4,0,0,0,7,0,2024-06-17T18:00:00,2024-06-17T23:00:00,N,32,n,970,0,98.2,0,14.9,0,3,north,Clear Sky,800,c01n,Gujrānwāla,Pakistan,74.1945,32.1877
0,995.5,2024-06-17:21,1718658000,65.5,0,204,0,0,0,0,292.3,96.2,0,34,0,9.7,0,2024-06-17T21:00:00,2024-06-18T02:00:00,SSW,40,n,970,0,93.4,0,14.9,0,4.7,south-southwest,Few clouds,801,c02n,Gujrānwāla,Pakistan,74.1945,32.1877
105.96283,996.5,2024-06-18:00,1718668800,69.2,0.8,323,58.47,64.9,0.004,10,294.5,95.2,0,74,0,9.3,170.47,2024-06-18T00:00:00,2024-06-18T05:00:00,NW,50,d,971,0,90.3,66,14.9,86,3.3,northwest,Overcast clouds,804,c04d,Gujrānwāla,Pakistan,74.1945,32.1877
434.6136,998,2024-06-18:03,1718679600,65,3.4,61,457.25,181.05,0,0,295.3,100.3,0,10,0,9.2,560.1,2024-06-18T03:00:00,2024-06-18T08:00:00,ENE,35,d,972.5,0,97.3,0,14.9,0,3.9,east-northeast,Few clouds,801,c02d,Gujrānwāla,Pakistan,74.1945,32.1877
822.142,996,2024-06-18:06,1718690400,57.1,9.1,15,854.32,237.38,0,0,298.3,110.7,0,29,0,12.6,718.35,2024-06-18T06:00:00,2024-06-18T11:00:00,NNE,18,d,971,0,110.2,0,14.9,0,5.2,north-northeast,Few clouds,801,c02d,Gujrānwāla,Pakistan,74.1945,32.1877
748.45215,992.5,2024-06-18:09,1718701200,56.6,7.6,276,775.86,227.99,0,0,296.8,116.2,0,0,0,13.7,693.42,2024-06-18T09:00:00,2024-06-18T14:00:00,W,15,d,968,0,115.9,0,14.9,0,5.7,west,Clear Sky,800,c01d,Gujrānwāla,Pakistan,74.1945,32.1877
285.19803,990.5,2024-06-18:12,1718712000,53.7,2.2,305,294.55,147.81,0,0,294.5,113.4,0,7,0,18.3,456.54,2024-06-18T12:00:00,2024-06-18T17:00:00,NW,14,d,965.5,0,114.7,0,14.9,0,8.1,northwest,Few clouds,801,c02d,Gujrānwāla,Pakistan,74.1945,32.1877
0,991.5,2024-06-18:15,1718722800,57.2,0,340,0,0,0,0,295.3,105.1,0,0,0,9.3,0,2024-06-18T15:00:00,2024-06-18T20:00:00,NNW,21,n,966.5,0,105.1,0,14.9,0,4.3,north-northwest,Clear Sky,800,c01n,Gujrānwāla,Pakistan,74.1945,32.1877
0,992.5,2024-06-18:18,1718733600,67.6,0,203,0,0,0.001,15,297.8,104.9,0,11,0,2.6,0,2024-06-18T18:00:00,2024-06-18T23:00:00,SSW,36,n,967.5,0,99.3,0,14.9,0,0.8,south-southwest,Few clouds,801,c02n,Gujrānwāla,Pakistan,74.1945,32.1877
0,993,2024-06-18:21,1718744400,68.3,0,259,0,0,0.039,50,295.5,96.5,0,80,0,9.9,0,2024-06-18T21:00:00,2024-06-19T02:00:00,W,46,n,968,0,92,100,14.9,100,3.5,west,Thunderstorm with rain,201,t02n,Gujrānwāla,Pakistan,74.1945,32.1877
96.11118,994.5,2024-06-19:00,1718755200,73,0.7,307,58.97,65.19,0.037,50,293.3,93.4,0,100,0,15.1,171.5,2024-06-19T00:00:00,2024-06-19T05:00:00,NW,65,d,969,0,86.2,78,14.9,100,3.8,northwest,Light shower rain,520,r04d,Gujrānwāla,Pakistan,74.1945,32.1877
383.59235,996.5,2024-06-19:03,1718766000,74.6,2.2,86,456.63,180.93,0.015,25,293.3,95.1,0,52,0,15.1,559.72,2024-06-19T03:00:00,2024-06-19T08:00:00,E,68,d,971,0,86.4,51,14.9,100,7.2,east,Light shower rain,520,r04d,Gujrānwāla,Pakistan,74.1945,32.1877
685.9135,994.5,2024-06-19:06,1718776800,68.3,5.5,87,854.02,237.32,0,0,292.3,101.2,0,73,0,22.3,718.19,2024-06-19T06:00:00,2024-06-19T11:00:00,E,41,d,969.5,0,95.8,58,14.9,7,10.1,east,Scattered clouds,802,c02d,Gujrānwāla,Pakistan,74.1945,32.1877
752.191,988.9,2024-06-19:09,1718787600,52.1,7.6,217,776.21,228.01,0,0,293.3,110.7,0,1,0,7.7,693.47,2024-06-19T09:00:00,2024-06-19T14:00:00,SW,14,d,965,0,112.7,1,14.9,0,6.2,southwest,Clear Sky,800,c01d,Gujrānwāla,Pakistan,74.1945,32.1877
284.7824,986.8,2024-06-19:12,1718798400,55.8,2.2,223,295.24,147.96,0,0,293.5,112.5,0,0,0,9.9,457.03,2024-06-19T12:00:00,2024-06-19T17:00:00,SW,16,d,963,0,112.7,0,14.9,0,8.9,southwest,Clear Sky,800,c01d,Gujrānwāla,Pakistan,74.1945,32.1877
0,987.1,2024-06-19:15,1718809200,59.7,0,316,0,0,0,0,294.5,108.1,0,5,0,11,0,2024-06-19T15:00:00,2024-06-19T20:00:00,NW,22,n,963,0,106.6,5,14.9,0,6.4,northwest,Few clouds,801,c02n,Gujrānwāla,Pakistan,74.1945,32.1877
0,997,2024-06-14:18,1718388000,64.3,0,331,0,0,0,0,297,93.9,0,0,0,5.9,0,2024-06-14T18:00:00,2024-06-14T23:00:00,NNW,40,n,969.5,0,92.1,0,14.9,2,2.5,north-northwest,Clear Sky,800,c01n,Sialkot,Pakistan,74.5229,32.4945
0,996.5,2024-06-14:21,1718398800,66,0,360,0,0,0,0,295.8,90.6,0,0,0,4.4,0,2024-06-14T21:00:00,2024-06-15T02:00:00,NNW,48,n,969,0,88.1,32,14.9,74,2.2,north-northwest,Scattered clouds,802,c02n,Sialkot,Pakistan,74.5229,32.4945
118.136856,997.5,2024-06-15:00,1718409600,62.4,1.5,23,57.44,64.29,0,0,298.8,85.6,0,0,0,4.8,168.29,2024-06-15T00:00:00,2024-06-15T05:00:00,NNE,47,d,969.5,0,84.9,0,14.9,0,2.5,north-northeast,Clear Sky,800,c01d,Sialkot,Pakistan,74.5229,32.4945
395.06277,999.5,2024-06-15:03,1718420400,63.9,2.2,30,458.88,181.39,0,0,299.5,95.1,0,0,0,4.4,561.12,2024-06-15T03:00:00,2024-06-15T08:00:00,NNE,38,d,972,0,93.3,51,14.9,100,1.2,north-northeast,Overcast clouds,804,c04d,Sialkot,Pakistan,74.5229,32.4945
824.96814,998.5,2024-06-15:06,1718431200,55.8,9.1,319,855.11,237.54,0,0,297.8,106.2,0,0,0,11.1,718.82,2024-06-15T06:00:00,2024-06-15T11:00:00,NW,19,d,971.5,0,106.7,0,14.9,0,4.4,northwest,Clear Sky,800,c01d,Sialkot,Pakistan,74.5229,32.4945
750.10126,996,2024-06-15:09,1718442000,51.9,7.6,285,774.72,227.91,0,0,296.8,110.4,0,0,0,13.4,693.25,2024-06-15T09:00:00,2024-06-15T14:00:00,WNW,14,d,968.5,0,112.4,0,14.9,0,5.5,west-northwest,Clear Sky,800,c01d,Sialkot,Pakistan,74.5229,32.4945
282.84875,994.5,2024-06-15:12,1718452800,52.4,2.2,292,292.24,147.3,0,0,296.8,108.7,0,28,0,17,454.88,2024-06-15T12:00:00,2024-06-15T17:00:00,WNW,15,d,967.5,0,110.6,0,14.9,0,7.4,west-northwest,Few clouds,801,c02d,Sialkot,Pakistan,74.5229,32.4945
0,995.5,2024-06-15:15,1718463600,58.3,0,286,0,0,0,0,296.3,100.4,0,0,0,8.7,0,2024-06-15T15:00:00,2024-06-15T20:00:00,WNW,25,n,968.5,0,100.5,0,14.9,0,3.8,west-northwest,Clear Sky,800,c01n,Sialkot,Pakistan,74.5229,32.4945
0,996.5,2024-06-15:18,1718474400,68,0,271,0,0,0,0,294.8,98.6,0,0,0,12.7,0,2024-06-15T18:00:00,2024-06-15T23:00:00,W,43,n,968.5,0,93.9,0,14.9,0,5.8,west,Clear Sky,800,c01n,Sialkot,Pakistan,74.5229,32.4945
0,997,2024-06-15:21,1718485200,69.5,0,328,0,0,0,0,291.8,94.6,0,0,0,5.9,0,2024-06-15T21:00:00,2024-06-16T02:00:00,NNW,52,n,969,0,89.5,0,14.9,0,1.9,north-northwest,Clear Sky,800,c01n,Sialkot,Pakistan,74.5229,32.4945
116.88111,998,2024-06-16:00,1718496000,73.7,1.5,261,57.71,64.45,0,0,293,94.3,0,0,0,2,168.86,2024-06-16T00:00:00,2024-06-16T05:00:00,W,66,d,970,0,86.4,0,14.9,0,0.9,west,Clear Sky,800,c01d,Sialkot,Pakistan,74.5229,32.4945
430.72876,1000,2024-06-16:03,1718506800,70.7,3.4,17,458.37,181.29,0,0,294,101,0,0,0,3.2,560.8,2024-06-16T03:00:00,2024-06-16T08:00:00,NNE,47,d,972,0,94,0,14.9,0,0.9,north-northeast,Clear Sky,800,c01d,Sialkot,Pakistan,74.5229,32.4945
819.9765,998.5,2024-06-16:06,1718517600,60.1,9.1,283,854.87,237.48,0,0,294.8,110.7,0,0,0,8.6,718.66,2024-06-16T06:00:00,2024-06-16T11:00:00,WNW,21,d,971.5,0,108.7,0,14.9,0,3,west-northwest,Clear Sky,800,c01d,Sialkot,Pakistan,74.5229,32.4945
746.7833,996,2024-06-16:09,1718528400,56.9,7.6,299,775.12,227.94,0,0,294.3,114.5,0,2,0,18.2,693.31,2024-06-16T09:00:00,2024-06-16T14:00:00,WNW,16,d,969,0,114.1,0,14.9,0,7.8,west-northwest,Clear Sky,800,c01d,Sialkot,Pakistan,74.5229,32.4945
282.90997,994.5,2024-06-16:12,1718539200,56,2.2,287,293.05,147.48,0,0,295.3,112.9,0,6,0,17.5,455.46,2024-06-16T12:00:00,2024-06-16T17:00:00,WNW,16,d,967,0,112.9,0,14.9,0,7.5,west-northwest,Clear Sky,800,c01d,Sialkot,Pakistan,74.5229,32.4945
0,995,2024-06-16:15,1718550000,57.7,0,254,0,0,0,0,294.8,102.5,0,0,0,6.5,0,2024-06-16T15:00:00,2024-06-16T20:00:00,WSW,23,n,967.5,0,102.6,0,14.9,0,3,west-southwest,Clear Sky,800,c01n,Sialkot,Pakistan,74.5229,32.4945
0,996,2024-06-16:18,1718560800,61,0,275,0,0,0,0,294.5,96.2,0,0,0,6.7,0,2024-06-16T18:00:00,2024-06-16T23:00:00,W,32,n,968.5,0,95.6,0,14.9,0,2.9,west,Clear Sky,800,c01n,Sialkot,Pakistan,74.5229,32.4945
0,996,2024-06-16:21,1718571600,70.8,0,113,0,0,0,0,292.5,98.1,0,0,0,2.6,0,2024-06-16T21:00:00,2024-06-17T02:00:00,ESE,51,n,968.5,0,91.5,0,14.9,0,0.6,east-southeast,Clear Sky,800,c01n,Sialkot,Pakistan,74.5229,32.4945
118.369225,997.5,2024-06-17:00,1718582400,67.7,1.5,185,58.06,64.65,0,0,294,91.6,0,7,0,5.1,169.59,2024-06-17T00:00:00,2024-06-17T05:00:00,S,51,d,969.5,0,88.1,0,14.9,0,1.1,south,Few clouds,801,c02d,Sialkot,Pakistan,74.5229,32.4945
431.0247,999,2024-06-17:03,1718593200,70.1,3.4,101,457.83,181.17,0,0,296.5,102.5,0,0,0,4.5,560.46,2024-06-17T03:00:00,2024-06-17T08:00:00,E,44,d,971.5,0,95.6,0,14.9,0,1.2,east,Clear Sky,800,c01d,Sialkot,Pakistan,74.5229,32.4945
813.6383,998,2024-06-17:06,1718604000,64.5,9.1,236,854.6,237.43,0,0,293.3,114.5,0,0,0,8.5,718.51,2024-06-17T06:00:00,2024-06-17T11:00:00,SW,24,d,970.5,0,109.3,0,14.9,0,2.9,southwest,Clear Sky,800,c01d,Sialkot,Pakistan,74.5229,32.4945
746.01917,995.5,2024-06-17:09,1718614800,58.4,7.6,280,775.5,227.96,0,0,293.5,117.4,0,0,0,18,693.37,2024-06-17T09:00:00,2024-06-17T14:00:00,W,16,d,968.5,0,116,0,14.9,0,7.7,west,Clear Sky,800,c01d,Sialkot,Pakistan,74.5229,32.4945
283.7599,993.5,2024-06-17:12,1718625600,54.9,2.2,294,293.82,147.65,0,0,294,113.2,0,43,0,18.9,456.02,2024-06-17T12:00:00,2024-06-17T17:00:00,WNW,15,d,966.5,0,113.8,0,14.9,0,7.9,west-northwest,Few clouds,801,c02d,Sialkot,Pakistan,74.5229,32.4945
0,995,2024-06-17:15,1718636400,56.4,0,300,0,0,0,0,294.5,103.6,0,0,0,13.1,0,2024-06-17T15:00:00,2024-06-17T20:00:00,WNW,21,n,967.5,0,104.1,0,14.9,0,4.4,west-northwest,Clear Sky,800,c01n,Sialkot,Pakistan,74.5229,32.4945
0,995.5,2024-06-17:18,1718647200,62.2,0,322,0,0,0,0,294.5,98.2,0,0,0,5.5,0,2024-06-17T18:00:00,2024-06-17T23:00:00,NW,32,n,968,0,96.9,0,14.9,0,2.3,northwest,Clear Sky,800,c01n,Sialkot,Pakistan,74.5229,32.4945
0,995,2024-06-17:21,1718658000,60.8,0,28,0,0,0,0,292.5,91.5,0,0,0,6,0,2024-06-17T21:00:00,2024-06-18T02:00:00,NNE,36,n,967.5,0,91.5,0,14.9,0,3.1,north-northeast,Clear Sky,800,c01n,Sialkot,Pakistan,74.5229,32.4945
112.2746,996.5,2024-06-18:00,1718668800,69.3,0.9,16,58.47,64.9,0.027,40,295.3,89.9,0,0,0,8.4,170.47,2024-06-18T00:00:00,2024-06-18T05:00:00,NNE,58,d,968.5,0,85.7,54,14.9,82,3,north-northeast,Overcast clouds,804,c04d,Sialkot,Pakistan,74.5229,32.4945
323.2064,997.5,2024-06-18:03,1718679600,65.8,1.8,32,457.25,181.05,0,0,297,98.7,0,68,0,11,560.1,2024-06-18T03:00:00,2024-06-18T08:00:00,NNE,38,d,970,0,95.5,68,14.9,90,5.1,north-northeast,Overcast clouds,804,c04d,Sialkot,Pakistan,74.5229,32.4945
822.189,996,2024-06-18:06,1718690400,57.4,9.1,1,854.32,237.38,0,0,299.8,109.2,0,19,0,10.8,718.35,2024-06-18T06:00:00,2024-06-18T11:00:00,N,19,d,968.5,0,108.7,0,14.9,0,2.8,north,Few clouds,801,c02d,Sialkot,Pakistan,74.5229,32.4945
751.2877,992.5,2024-06-18:09,1718701200,52.8,7.6,281,775.86,227.99,0,0,298.5,114.2,0,6,0,17.6,693.42,2024-06-18T09:00:00,2024-06-18T14:00:00,W,13,d,965.5,0,116.1,0,14.9,0,7.9,west,Clear Sky,800,c01d,Sialkot,Pakistan,74.5229,32.4945
258.17062,990.5,2024-06-18:12,1718712000,53,1.4,297,294.55,147.81,0,0,294.5,112.2,0,47,0,18.6,456.54,2024-06-18T12:00:00,2024-06-18T17:00:00,WNW,14,d,963.5,0,113.8,51,14.4,87,8.4,west-northwest,Overcast clouds,804,c04d,Sialkot,Pakistan,74.5229,32.4945
0,991.5,2024-06-18:15,1718722800,54.8,0,314,0,0,0,0,298.8,102.5,0,0,0,9.1,0,2024-06-18T15:00:00,2024-06-18T20:00:00,NW,20,n,964.5,0,103.7,0,14.9,2,4.5,northwest,Clear Sky,800,c01n,Sialkot,Pakistan,74.5229,32.4945
0,992.5,2024-06-18:18,1718733600,58.5,0,6,0,0,0.001,15,298.3,95.3,0,3,0,6.8,0,2024-06-18T18:00:00,2024-06-18T23:00:00,N,29,n,965,0,95.8,0,14.9,9,3,north,Few clouds,801,c02n,Sialkot,Pakistan,74.5229,32.4945
0,992.5,2024-06-18:21,1718744400,66.7,0,185,0,0,0.012,25,296.3,92.7,0,41,0,8.9,0,2024-06-18T21:00:00,2024-06-19T02:00:00,S,47,n,964.5,0,89.7,50,14.9,100,1.9,south,Overcast clouds,804,c04n,Sialkot,Pakistan,74.5229,32.4945
103.02694,993.5,2024-06-19:00,1718755200,73.5,0.8,26,58.97,65.19,0.025,40,294,91.9,0,65,0,5.2,171.5,2024-06-19T00:00:00,2024-06-19T05:00:00,NNE,69,d,965.5,0,84.8,70,14.9,100,1.2,north-northeast,Overcast clouds,804,c04d,Sialkot,Pakistan,74.5229,32.4945
344.46918,996.5,2024-06-19:03,1718766000,69.8,1.9,22,456.63,180.93,0,0,293.5,93.7,0,44,0,21.4,559.72,2024-06-19T03:00:00,2024-06-19T08:00:00,NNE,54,d,968.5,0,88.6,63,14.9,100,8.1,north-northeast,Overcast clouds,804,c04d,Sialkot,Pakistan,74.5229,32.4945
813.7096,995,2024-06-19:06,1718776800,63.7,9.1,71,854.02,237.32,0,0,293.8,102.5,0,49,0,21.5,718.19,2024-06-19T06:00:00,2024-06-19T11:00:00,ENE,31,d,967.5,0,99.8,0,14.9,17,9.9,east-northeast,Scattered clouds,802,c02d,Sialkot,Pakistan,74.5229,32.4945
776.18866,989,2024-06-19:09,1718787600,49.5,7.4,260,776.21,228.01,0,0,293.5,111.4,0,5,0,11.2,693.47,2024-06-19T09:00:00,2024-06-19T14:00:00,W,12,d,962.5,0,114.6,5,14.9,0,10.5,west,Few clouds,801,c02d,Sialkot,Pakistan,74.5229,32.4945
295.24,987.5,2024-06-19:12,1718798400,50.4,2.2,236,295.24,147.96,0,0,296.8,110.3,0,0,0,9.4,457.03,2024-06-19T12:00:00,2024-06-19T17:00:00,SW,13,d,961,0,113.1,0,14.9,0,8.4,southwest,Clear Sky,800,c01d,Sialkot,Pakistan,74.5229,32.4945
0,988.4,2024-06-19:15,1718809200,57,0,265,0,0,0,0,297.5,104.6,0,5,0,5.2,0,2024-06-19T15:00:00,2024-06-19T20:00:00,W,21,n,961.5,0,104.8,5,14.9,0,4.9,west,Few clouds,801,c02n,Sialkot,Pakistan,74.5229,32.4945
0,998,2024-06-14:18,1718388000,72.7,0,210,0,0,0,0,291.8,101.7,0,0,0,5.4,0,2024-06-14T18:00:00,2024-06-14T23:00:00,SSW,52,n,984,0,92.9,0,14.9,0,3,south-southwest,Clear Sky,800,c01n,Bahāwalpur,Pakistan,71.6911,29.3544
0,997,2024-06-14:21,1718398800,70,0,211,0,0,0,0,291.3,97.1,0,10,0,8.3,0,2024-06-14T21:00:00,2024-06-15T02:00:00,SSW,50,n,983.5,0,91.3,0,14.9,0,4.5,south-southwest,Few clouds,801,c02n,Bahāwalpur,Pakistan,71.6911,29.3544
0,997.5,2024-06-15:00,1718409600,71.5,0,205,0,0,0,0,289.8,96.7,0,0,0,10,0,2024-06-15T00:00:00,2024-06-15T05:00:00,SSW,55,n,983.5,0,89.9,0,14.9,7,4.8,south-southwest,Few clouds,801,c02n,Bahāwalpur,Pakistan,71.6911,29.3544
489.69775,1000,2024-06-15:03,1718420400,72.6,3.4,214,523.47,95.48,0,0,291.8,105.6,0,0,0,15.3,784.85,2024-06-15T03:00:00,2024-06-15T08:00:00,SW,47,d,986,0,96.1,0,14.9,0,7.7,southwest,Clear Sky,800,c01d,Bahāwalpur,Pakistan,71.6911,29.3544
928.2603,999,2024-06-15:06,1718431200,74.2,10.3,226,995.3,123.06,0,0,289.3,119.3,0,0,0,21.5,923.57,2024-06-15T06:00:00,2024-06-15T11:00:00,SW,38,d,985.5,0,105,0,14.9,0,10.2,southwest,Clear Sky,800,c01d,Bahāwalpur,Pakistan,71.6911,29.3544
893.03156,997,2024-06-15:09,1718442000,67.1,9.2,220,941.76,120.47,0,0,288.3,118.8,0,0,0,18.4,912.08,2024-06-15T09:00:00,2024-06-15T14:00:00,SW,25,d,983.5,0,111,0,14.9,0,8.5,southwest,Clear Sky,800,c01d,Bahāwalpur,Pakistan,71.6911,29.3544
385.80453,996,2024-06-15:12,1718452800,62.5,2.6,217,403.89,85.81,0,0,287.3,113.7,0,0,0,17.6,726.54,2024-06-15T12:00:00,2024-06-15T17:00:00,SW,22,d,982,0,109.9,0,14.9,0,7.9,southwest,Clear Sky,800,c01d,Bahāwalpur,Pakistan,71.6911,29.3544
0,997,2024-06-15:15,1718463600,62.3,0,240,0,0,0,0,289.3,103.6,0,3,0,9.8,0,2024-06-15T15:00:00,2024-06-15T20:00:00,WSW,28,n,983.5,0,101.5,0,14.9,0,4,west-southwest,Clear Sky,800,c01n,Bahāwalpur,Pakistan,71.6911,29.3544
0,998,2024-06-15:18,1718474400,63.8,0,210,0,0,0,0,290,95.8,0,0,0,7.7,0,2024-06-15T18:00:00,2024-06-15T23:00:00,SSW,37,n,984,0,94,0,14.9,0,4.3,south-southwest,Clear Sky,800,c01n,Bahāwalpur,Pakistan,71.6911,29.3544
0,998,2024-06-15:21,1718485200,65.9,0,215,0,0,0,0,289.5,95.2,0,0,0,11,0,2024-06-15T21:00:00,2024-06-16T02:00:00,SW,42,n,984,0,92.4,0,14.9,0,5.8,southwest,Clear Sky,800,c01n,Bahāwalpur,Pakistan,71.6911,29.3544
0,999,2024-06-16:00,1718496000,67.5,0,208,0,0,0,0,292,93.4,0,0,0,8.7,0,2024-06-16T00:00:00,2024-06-16T05:00:00,SSW,48,n,985,0,89.8,0,14.9,9,4.6,south-southwest,Few clouds,801,c02n,Bahāwalpur,Pakistan,71.6911,29.3544
492.71347,1000.5,2024-06-16:03,1718506800,69.5,3.4,213,522.83,95.42,0,0,290,102.9,0,0,0,15,784.49,2024-06-16T03:00:00,2024-06-16T08:00:00,SSW,42,d,987,0,96.4,0,14.9,0,7.5,south-southwest,Clear Sky,800,c01d,Bahāwalpur,Pakistan,71.6911,29.3544
934.22076,1000,2024-06-16:06,1718517600,71.5,10.3,228,994.93,123.03,0,0,288.3,118,0,0,0,20.3,923.37,2024-06-16T06:00:00,2024-06-16T11:00:00,SW,33,d,986,0,106.6,0,14.9,0,9.7,southwest,Clear Sky,800,c01d,Bahāwalpur,Pakistan,71.6911,29.3544
889.9396,997.5,2024-06-16:09,1718528400,68.7,9.3,221,942.11,120.48,0,0,288,121.2,0,0,0,19.3,912.03,2024-06-16T09:00:00,2024-06-16T14:00:00,SW,26,d,984,0,111.7,0,14.9,0,9.3,southwest,Clear Sky,800,c01d,Bahāwalpur,Pakistan,71.6911,29.3544
