solar_rad,slp,datetime,ts,dewpt,uv,wind_dir,ghi,dhi,precip,pop,ozone,app_temp,clouds_low,clouds_mid,snow_depth,wind_gust_spd,dni,timestamp_utc,timestamp_local,wind_cdir,rh,pod,pres,snow,temp,clouds,vis,clouds_hi,wind_spd,wind_cdir_full,description,code,icon,city,country,lon,lat
0,996.5,2024-06-18:00,1718668800,67,0,234,0,0,0,0,291.5,93.3,0,8,0,8.1,0,2024-06-18T00:00:00,2024-06-18T05:00:00,SW,47,n,975.5,0,90,0,14.9,0,4,southwest,Few clouds,801,c02n,Faisalābād,Pakistan,73.135,31.4504
513.9805,998,2024-06-18:03,1718679600,69.6,3.6,171,545.41,96.89,0,0,292,103.2,0,24,0,4.9,794.3,2024-06-18T03:00:00,2024-06-18T08:00:00,S,42,d,977,0,96.5,0,14.9,0,1,south,Few clouds,801,c02d,Faisalābād,Pakistan,73.135,31.4504
940.65826,996.5,2024-06-18:06,1718690400,68.7,10.4,194,997,122.88,0,0,290.8,116.5,0,0,0,10.9,924.04,2024-06-18T06:00:00,2024-06-18T11:00:00,SSW,29,d,975.5,0,107.8,0,14.9,0,4.6,south-southwest,Clear Sky,800,c01d,Faisalābād,Pakistan,73.135,31.4504
886.09625,993,2024-06-18:09,1718701200,63.5,9,163,930.09,119.65,0,0,293.8,119.7,0,0,0,13.9,909.61,2024-06-18T09:00:00,2024-06-18T14:00:00,SSE,20,d,972.5,0,114.5,0,14.9,0,6.7,south-southeast,Clear Sky,800,c01d,Faisalābād,Pakistan,73.135,31.4504
376.2612,991,2024-06-18:12,1718712000,65,2.5,221,395.61,84.91,0,0,294.5,119.1,0,0,0,15.4,722.23,2024-06-18T12:00:00,2024-06-18T17:00:00,SW,22,d,970.5,0,112.9,0,14.9,0,6.2,southwest,Clear Sky,800,c01d,Faisalābād,Pakistan,73.135,31.4504
0,991.5,2024-06-18:15,1718722800,70.4,0,182,0,0,0,0,294.3,112.8,0,45,0,6.4,0,2024-06-18T15:00:00,2024-06-18T20:00:00,S,35,n,971,0,103.5,0,14.9,0,2.5,south,Scattered clouds,802,c02n,Faisalābād,Pakistan,73.135,31.4504
0,992.5,2024-06-18:18,1718733600,67.9,0,172,0,0,0,0,291.5,103.2,0,47,0,9.2,0,2024-06-18T18:00:00,2024-06-18T23:00:00,S,38,n,971.5,0,97.8,0,14.9,0,4.9,south,Scattered clouds,802,c02n,Faisalābād,Pakistan,73.135,31.4504
0,991.5,2024-06-18:21,1718744400,65.3,0,192,0,0,0,0,290.3,95.9,0,0,0,10.9,0,2024-06-18T21:00:00,2024-06-19T02:00:00,SSW,40,n,971,0,93.3,0,14.9,0,6,south-southwest,Clear Sky,800,c01n,Faisalābād,Pakistan,73.135,31.4504
0,993.5,2024-06-19:00,1718755200,71.6,0,339,0,0,0.015,25,289.3,94.2,0,37,0,13.3,0,2024-06-19T00:00:00,2024-06-19T05:00:00,NNW,59,n,972.5,0,87.7,0,14.9,10,2.9,north-northwest,Few clouds,801,c02n,Faisalābād,Pakistan,73.135,31.4504
510.8909,995,2024-06-19:03,1718766000,71.5,3.6,73,544.69,96.83,0,0,289.3,102.9,0,0,0,13.5,793.92,2024-06-19T03:00:00,2024-06-19T08:00:00,ENE,47,d,974,0,94.9,0,14.9,0,6.7,east-northeast,Clear Sky,800,c01d,Faisalābād,Pakistan,73.135,31.4504
942.5942,994,2024-06-19:06,1718776800,67.7,10.4,97,996.64,122.85,0,0,288,110,0,50,0,29.7,923.87,2024-06-19T06:00:00,2024-06-19T11:00:00,E,32,d,973.5,0,103.4,0,14.9,0,14.9,east,Scattered clouds,802,c02d,Faisalābād,Pakistan,73.135,31.4504
883.1208,987.5,2024-06-19:09,1718787600,66,9,152,930.42,119.66,0.001,15,289.3,119.8,0,0,0,13.9,909.59,2024-06-19T09:00:00,2024-06-19T14:00:00,SSE,23,d,969,0,112.7,0,14.9,0,9.4,south-southeast,Clear Sky,800,c01d,Faisalābād,Pakistan,73.135,31.4504
374.93927,984.9,2024-06-19:12,1718798400,60.8,2,196,396.42,84.98,0,0,289.8,117.9,0,28,0,12.5,722.63,2024-06-19T12:00:00,2024-06-19T17:00:00,SSW,18,d,966.5,0,114.9,28,14.9,0,10.2,south-southwest,Scattered clouds,802,c02d,Faisalābād,Pakistan,73.135,31.4504
0,985.1,2024-06-19:15,1718809200,60.1,0,209,0,0,0,0,290,110.6,0,2,0,22.2,0,2024-06-19T15:00:00,2024-06-19T20:00:00,SSW,21,n,966.5,0,108.6,2,14.9,0,11.5,south-southwest,Few clouds,801,c02n,Faisalābād,Pakistan,73.135,31.4504
0,997,2024-06-14:18,1718388000,79.3,0,186,0,0,0,0,294.5,105.9,0,18,0,5.8,0,2024-06-14T18:00:00,2024-06-14T23:00:00,S,72,n,983,0,89.5,0,14.9,3,2.4,south,Few clouds,801,c02n,Multān,Pakistan,71.4886,30.1864
0,996,2024-06-14:21,1718398800,73,0,201,0,0,0,0,293.5,97.3,0,0,0,9.6,0,2024-06-14T21:00:00,2024-06-15T02:00:00,SSW,59,n,982,0,89.2,0,14.9,0,4.7,south-southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
0,997,2024-06-15:00,1718409600,71.9,0,198,0,0,0,0,292,95.4,0,0,0,10.4,0,2024-06-15T00:00:00,2024-06-15T05:00:00,SSW,58,n,983,0,88.5,0,14.9,5,5,south-southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
484.471,998.5,2024-06-15:03,1718420400,74.8,3.4,206,520.57,95.25,0,0,293.8,106.6,0,0,0,18.1,783.64,2024-06-15T03:00:00,2024-06-15T08:00:00,SSW,53,d,984.5,0,94.7,0,14.9,0,8,south-southwest,Clear Sky,800,c01d,Multān,Pakistan,71.4886,30.1864
927.35724,998,2024-06-15:06,1718431200,73.5,10.3,219,991.85,122.88,0,0,290.8,120.9,0,0,0,22.6,922.88,2024-06-15T06:00:00,2024-06-15T11:00:00,SW,35,d,984.5,0,107,0,14.9,0,9.1,southwest,Clear Sky,800,c01d,Multān,Pakistan,71.4886,30.1864
890.46265,996,2024-06-15:09,1718442000,68.9,9.3,208,943.4,120.54,0,0,290.5,121.6,0,49,0,18.2,912.46,2024-06-15T09:00:00,2024-06-15T14:00:00,SSW,26,d,982.5,0,111.8,0,14.9,0,7.4,south-southwest,Scattered clouds,802,c02d,Multān,Pakistan,71.4886,30.1864
393.54468,995,2024-06-15:12,1718452800,62.4,2.6,211,412.27,86.54,0,0,288.8,115.3,0,46,0,17.7,731.22,2024-06-15T12:00:00,2024-06-15T17:00:00,SSW,21,d,981,0,111.4,0,14.9,0,5.4,south-southwest,Scattered clouds,802,c02d,Multān,Pakistan,71.4886,30.1864
0,996,2024-06-15:15,1718463600,64.1,0,224,0,0,0,0,289.8,108.9,0,30,0,11.9,0,2024-06-15T15:00:00,2024-06-15T20:00:00,SW,27,n,982,0,104.8,0,14.9,14,4.5,southwest,Few clouds,801,c02n,Multān,Pakistan,71.4886,30.1864
0,997,2024-06-15:18,1718474400,70.8,0,215,0,0,0,0,288.3,105,0,0,0,7.6,0,2024-06-15T18:00:00,2024-06-15T23:00:00,SW,43,n,983.5,0,97.1,0,14.9,4,3.6,southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
0,997,2024-06-15:21,1718485200,69.3,0,210,0,0,0,0,290.3,99.6,0,0,0,10.9,0,2024-06-15T21:00:00,2024-06-16T02:00:00,SSW,45,n,983,0,93.9,0,14.9,42,5.1,south-southwest,Few clouds,801,c02n,Multān,Pakistan,71.4886,30.1864
0,998,2024-06-16:00,1718496000,66.5,0,201,0,0,0,0,290.5,95.5,0,0,0,14.2,0,2024-06-16T00:00:00,2024-06-16T05:00:00,SSW,43,n,984,0,92.2,1,14.9,94,6.4,south-southwest,Overcast clouds,804,c04n,Multān,Pakistan,71.4886,30.1864
477.79044,999.5,2024-06-16:03,1718506800,70.6,2.6,204,519.95,95.2,0,0,291,103.4,0,0,0,17.4,783.28,2024-06-16T03:00:00,2024-06-16T08:00:00,SSW,44,d,985.5,0,96,33,14.9,53,7.6,south-southwest,Scattered clouds,802,c02d,Multān,Pakistan,71.4886,30.1864
931.98517,999,2024-06-16:06,1718517600,70.6,10.3,213,991.5,122.85,0,0,290.5,118.4,0,0,0,23.2,922.68,2024-06-16T06:00:00,2024-06-16T11:00:00,SSW,31,d,985,0,107.8,0,14.9,1,9.4,south-southwest,Clear Sky,800,c01d,Multān,Pakistan,71.4886,30.1864
890.7812,996.5,2024-06-16:09,1718528400,69.3,9.3,207,943.75,120.55,0,0,291.5,124.4,0,13,0,20.7,912.42,2024-06-16T09:00:00,2024-06-16T14:00:00,SSW,25,d,983,0,113.7,0,14.9,0,8.4,south-southwest,Few clouds,801,c02d,Multān,Pakistan,71.4886,30.1864
391.68634,995,2024-06-16:12,1718539200,67.2,2.6,214,413.2,86.61,0,0,289,120.8,0,32,0,19.8,731.64,2024-06-16T12:00:00,2024-06-16T17:00:00,SW,24,d,981.5,0,112.6,0,14.9,0,7.7,southwest,Few clouds,801,c02d,Multān,Pakistan,71.4886,30.1864
0,995.5,2024-06-16:15,1718550000,66.7,0,213,0,0,0,0,288,111.7,0,0,0,13.4,0,2024-06-16T15:00:00,2024-06-16T20:00:00,SSW,29,n,982,0,105.5,0,14.9,0,5.2,south-southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
0,996.5,2024-06-16:18,1718560800,64.9,0,197,0,0,0,0,288.3,103.7,0,0,0,15.7,0,2024-06-16T18:00:00,2024-06-16T23:00:00,SSW,32,n,983,0,100.1,0,14.9,0,7.2,south-southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
0,996.5,2024-06-16:21,1718571600,63.9,0,205,0,0,0,0,287.5,99.3,0,0,0,16.9,0,2024-06-16T21:00:00,2024-06-17T02:00:00,SSW,34,n,983,0,97,0,14.9,0,7.7,south-southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
0,997,2024-06-17:00,1718582400,66.7,0,199,0,0,0,0,287.8,98.6,0,0,0,18.4,0,2024-06-17T00:00:00,2024-06-17T05:00:00,SSW,40,n,983.5,0,94.8,0,14.9,0,8,south-southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
489.62726,998.5,2024-06-17:03,1718593200,69.4,3.4,198,519.29,95.14,0,0,291,104.5,0,0,0,22.2,782.91,2024-06-17T03:00:00,2024-06-17T08:00:00,SSW,40,d,984.5,0,97.8,0,14.9,0,9.7,south-southwest,Clear Sky,800,c01d,Multān,Pakistan,71.4886,30.1864
931.238,998,2024-06-17:06,1718604000,70.9,10.3,208,991.13,122.82,0,0,287.3,119.2,0,0,0,25.5,922.49,2024-06-17T06:00:00,2024-06-17T11:00:00,SSW,31,d,984.5,0,108.1,0,14.9,0,10.6,south-southwest,Clear Sky,800,c01d,Multān,Pakistan,71.4886,30.1864
892.59735,995.5,2024-06-17:09,1718614800,67.8,9.3,211,944.08,120.55,0,0,287,124,0,0,0,21.6,912.38,2024-06-17T09:00:00,2024-06-17T14:00:00,SSW,23,d,982,0,114.8,0,14.9,0,8.9,south-southwest,Clear Sky,800,c01d,Multān,Pakistan,71.4886,30.1864
393.84238,993.5,2024-06-17:12,1718625600,64.7,2.6,202,414.1,86.68,0,0,286.5,120.5,0,0,0,20.1,732.05,2024-06-17T12:00:00,2024-06-17T17:00:00,SSW,21,d,980,0,114.3,0,14.9,0,8.1,south-southwest,Clear Sky,800,c01d,Multān,Pakistan,71.4886,30.1864
0,994.5,2024-06-17:15,1718636400,66.7,0,192,0,0,0,0,289,113.2,0,0,0,16.6,0,2024-06-17T15:00:00,2024-06-17T20:00:00,SSW,28,n,981,0,106.7,0,14.9,0,6.6,south-southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
0,995.5,2024-06-17:18,1718647200,66.5,0,202,0,0,0,0,286.5,106,0,5,0,19.8,0,2024-06-17T18:00:00,2024-06-17T23:00:00,SSW,33,n,981.5,0,101,0,14.9,0,9,south-southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
0,994.5,2024-06-17:21,1718658000,67,0,207,0,0,0,0,287.8,103.4,0,0,0,24.6,0,2024-06-17T21:00:00,2024-06-18T02:00:00,SSW,36,n,981,0,98.5,0,14.9,0,11.1,south-southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
0,994.5,2024-06-18:00,1718668800,69.1,0,211,0,0,0,0,288.8,101.9,0,0,0,23.6,0,2024-06-18T00:00:00,2024-06-18T05:00:00,SSW,42,n,980.5,0,95.9,0,14.9,0,10.2,south-southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
485.58136,997,2024-06-18:03,1718679600,72.4,3.4,227,518.59,95.08,0,0,288.5,107.9,0,0,0,23.1,782.52,2024-06-18T03:00:00,2024-06-18T08:00:00,SW,44,d,983,0,98,0,14.9,0,10.2,southwest,Clear Sky,800,c01d,Multān,Pakistan,71.4886,30.1864
933.9773,995.5,2024-06-18:06,1718690400,69.8,10.2,245,990.75,122.79,0,0,289.3,119.4,0,0,0,23.5,922.3,2024-06-18T06:00:00,2024-06-18T11:00:00,WSW,29,d,982,0,109.2,0,14.9,0,8.7,west-southwest,Clear Sky,800,c01d,Multān,Pakistan,71.4886,30.1864
897.4444,992.5,2024-06-18:09,1718701200,66,9.3,236,944.4,120.56,0,0,289.8,123.3,0,0,0,18,912.34,2024-06-18T09:00:00,2024-06-18T14:00:00,SW,21,d,979,0,115.8,0,14.9,0,7.4,southwest,Clear Sky,800,c01d,Multān,Pakistan,71.4886,30.1864
399.38574,990.5,2024-06-18:12,1718712000,56.7,2.6,219,414.95,86.75,0,0,289,116.5,0,0,0,17.6,732.44,2024-06-18T12:00:00,2024-06-18T17:00:00,SW,15,d,977,0,116.2,0,14.9,0,7.1,southwest,Clear Sky,800,c01d,Multān,Pakistan,71.4886,30.1864
0,991,2024-06-18:15,1718722800,61.7,0,194,0,0,0,0,289,110.4,0,0,0,14,0,2024-06-18T15:00:00,2024-06-18T20:00:00,SSW,23,n,977.5,0,107.5,0,14.9,0,6.8,south-southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
0,992.5,2024-06-18:18,1718733600,64.2,0,208,0,0,0.001,15,291.5,104.9,0,0,0,16.6,0,2024-06-18T18:00:00,2024-06-18T23:00:00,SSW,30,n,978.5,0,101.5,0,14.9,0,7.9,south-southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
0,991.5,2024-06-18:21,1718744400,70.6,0,211,0,0,0,0,290.5,106.4,0,4,0,24.1,0,2024-06-18T21:00:00,2024-06-19T02:00:00,SSW,41,n,978,0,98.4,0,14.9,0,11.2,south-southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
0,991.5,2024-06-19:00,1718755200,72.2,0,209,0,0,0,0,290.3,103.7,0,0,0,24.1,0,2024-06-19T00:00:00,2024-06-19T05:00:00,SSW,48,n,978,0,94.9,0,14.9,0,9.9,south-southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
485.56894,993.5,2024-06-19:03,1718766000,71.9,3.4,230,517.85,95.01,0,0,289,105.8,0,0,0,21,782.12,2024-06-19T03:00:00,2024-06-19T08:00:00,SW,45,d,980,0,96.8,0,14.9,0,8.7,southwest,Clear Sky,800,c01d,Multān,Pakistan,71.4886,30.1864
926.7975,993,2024-06-19:06,1718776800,72.9,10.2,219,990.36,122.76,0,0,288.5,119.2,0,0,0,15.9,922.11,2024-06-19T06:00:00,2024-06-19T11:00:00,SW,35,d,979,0,106.3,0,14.9,0,5,southwest,Clear Sky,800,c01d,Multān,Pakistan,71.4886,30.1864
900.98865,988.4,2024-06-19:09,1718787600,63.3,9.3,216,944.71,120.56,0,0,289,119.3,0,0,0,10.8,912.31,2024-06-19T09:00:00,2024-06-19T14:00:00,SW,20,d,975.5,0,114.3,0,14.9,0,10.7,southwest,Clear Sky,800,c01d,Multān,Pakistan,71.4886,30.1864
398.53464,985.9,2024-06-19:12,1718798400,60.2,2.6,200,415.76,86.81,0,0,289,118.9,0,0,0,12.1,732.8,2024-06-19T12:00:00,2024-06-19T17:00:00,SSW,17,d,973,0,116.2,0,14.9,0,12.7,south-southwest,Clear Sky,800,c01d,Multān,Pakistan,71.4886,30.1864
0,987,2024-06-19:15,1718809200,60.9,0,196,0,0,0,0,289,114.2,0,1,0,18.3,0,2024-06-19T15:00:00,2024-06-19T20:00:00,SSW,20,n,974,0,111.3,1,14.9,0,11.1,south-southwest,Clear Sky,800,c01n,Multān,Pakistan,71.4886,30.1864
0,997,2024-06-14:18,1718388000,66.1,0,311,0,0,0,0,292.3,97.4,0,0,0,4.7,0,2024-06-14T18:00:00,2024-06-14T23:00:00,NW,40,n,974,0,94.1,0,14.9,6,2.7,northwest,Clear Sky,800,c01n,Sheikhupura,Pakistan,73.985,31.7167
0,996.5,2024-06-14:21,1718398800,66.2,0,37,0,0,0,0,293.3,93.3,0,47,0,5,0,2024-06-14T21:00:00,2024-06-15T02:00:00,NE,45,n,973.5,0,90.5,44,14.9,82,2.3,northeast,Overcast clouds,804,c04n,Sheikhupura,Pakistan,73.985,31.7167
1.6620506,997.5,2024-06-15:00,1718409600,71,0,306,0.09,1.61,0,0,294.5,93.4,0,0,0,5.1,0.21,2024-06-15T00:00:00,2024-06-15T05:00:00,NW,58,n,974.5,0,87.6,0,14.9,0,1.9,northwest,Clear Sky,800,c01n,Sheikhupura,Pakistan,73.985,31.7167
530.73816,999.5,2024-06-15:03,1718420400,70.5,3.8,279,564.65,98.2,0,0,296,101.4,0,0,0,10.7,802.58,2024-06-15T03:00:00,2024-06-15T08:00:00,W,46,d,976.5,0,94.5,0,14.9,4,5.3,west,Clear Sky,800,c01d,Sheikhupura,Pakistan,73.985,31.7167
950.8089,998.5,2024-06-15:06,1718431200,67.4,10.5,281,1003.65,123.12,0,0,295,113.5,0,0,0,16.8,926.01,2024-06-15T06:00:00,2024-06-15T11:00:00,W,29,d,976,0,106.4,0,14.9,0,7.7,west,Clear Sky,800,c01d,Sheikhupura,Pakistan,73.985,31.7167
799.50134,996.5,2024-06-15:09,1718442000,62.6,5.8,287,919.26,119.04,0.001,15,293.8,113.9,0,39,0,13.7,907.76,2024-06-15T09:00:00,2024-06-15T14:00:00,WNW,22,d,974,0,110,50,14.9,100,6.6,west-northwest,Overcast clouds,804,c04d,Sheikhupura,Pakistan,73.985,31.7167
356.0054,996.5,2024-06-15:12,1718452800,66.9,2.4,243,375.79,83.06,0,0,293.5,109.3,0,0,0,33.8,711.17,2024-06-15T12:00:00,2024-06-15T17:00:00,WSW,31,d,973.5,0,103.4,0,14.9,0,12.8,west-southwest,Clear Sky,800,c01d,Sheikhupura,Pakistan,73.985,31.7167
0,996.5,2024-06-15:15,1718463600,69.2,0,247,0,0,0,0,293,105.1,0,0,0,13.8,0,2024-06-15T15:00:00,2024-06-15T20:00:00,WSW,39,n,973.5,0,98.4,0,14.9,0,6,west-southwest,Clear Sky,800,c01n,Sheikhupura,Pakistan,73.985,31.7167
0,996.5,2024-06-15:18,1718474400,69.1,0,264,0,0,0,0,291,99.2,0,0,0,8.9,0,2024-06-15T18:00:00,2024-06-15T23:00:00,W,45,n,974,0,93.7,0,14.9,0,4.7,west,Clear Sky,800,c01n,Sheikhupura,Pakistan,73.985,31.7167
0,997,2024-06-15:21,1718485200,69.8,0,254,0,0,0,0,290.3,96.5,0,0,0,6,0,2024-06-15T21:00:00,2024-06-16T02:00:00,WSW,50,n,974,0,91,0,14.9,0,3.1,west-southwest,Clear Sky,800,c01n,Sheikhupura,Pakistan,73.985,31.7167
1.4782338,998,2024-06-16:00,1718496000,69.5,0,227,0.07,1.44,0,0,289.3,94.5,0,0,0,8.6,0.14,2024-06-16T00:00:00,2024-06-16T05:00:00,SW,52,n,975,0,89.5,0,14.9,0,4.1,southwest,Clear Sky,800,c01n,Sheikhupura,Pakistan,73.985,31.7167
529.86914,999.5,2024-06-16:03,1718506800,70.7,3.8,265,564.06,98.15,0,0,290.3,103.6,0,0,0,9.9,802.24,2024-06-16T03:00:00,2024-06-16T08:00:00,W,44,d,977,0,96.1,0,14.9,0,4.8,west,Clear Sky,800,c01d,Sheikhupura,Pakistan,73.985,31.7167
950.55035,999,2024-06-16:06,1718517600,67.1,10.5,278,1003.35,123.09,0,0,290,115.8,0,0,0,18,925.83,2024-06-16T06:00:00,2024-06-16T11:00:00,W,27,d,976,0,108.4,0,14.9,0,8.2,west,Clear Sky,800,c01d,Sheikhupura,Pakistan,73.985,31.7167
880.6759,996.5,2024-06-16:09,1718528400,61.3,8.8,270,919.67,119.04,0,0,291,116.9,0,33,0,16.7,907.73,2024-06-16T09:00:00,2024-06-16T14:00:00,W,19,d,974,0,113.6,0,14.9,0,8.1,west,Few clouds,801,c02d,Sheikhupura,Pakistan,73.985,31.7167
362.2228,994.5,2024-06-16:12,1718539200,57.5,2.4,273,376.74,83.14,0,0,291.8,113.5,0,44,0,17.4,711.66,2024-06-16T12:00:00,2024-06-16T17:00:00,W,17,d,972.5,0,112.7,0,14.9,0,8,west,Scattered clouds,802,c02d,Sheikhupura,Pakistan,73.985,31.7167
0,995.5,2024-06-16:15,1718550000,61.9,0,244,0,0,0,0,291.8,107.4,0,35,0,7.3,0,2024-06-16T15:00:00,2024-06-16T20:00:00,WSW,25,n,972.5,0,104.8,0,14.9,0,3.6,west-southwest,Few clouds,801,c02n,Sheikhupura,Pakistan,73.985,31.7167
0,996,2024-06-16:18,1718560800,63.4,0,238,0,0,0,0,292.3,100.7,0,0,0,8.5,0,2024-06-16T18:00:00,2024-06-16T23:00:00,WSW,32,n,973.5,0,98.4,0,14.9,0,4.7,west-southwest,Clear Sky,800,c01n,Sheikhupura,Pakistan,73.985,31.7167
0,996,2024-06-16:21,1718571600,64.9,0,233,0,0,0,0,290,97.9,0,0,0,12.5,0,2024-06-16T21:00:00,2024-06-17T02:00:00,SW,37,n,973.5,0,95.3,0,14.9,0,6.8,southwest,Clear Sky,800,c01n,Sheikhupura,Pakistan,73.985,31.7167
1.2671125,997.5,2024-06-17:00,1718582400,64.9,0,245,0.05,1.24,0,0,291.8,96.1,0,0,0,15.5,0.08,2024-06-17T00:00:00,2024-06-17T05:00:00,WSW,39,n,974.5,0,93.7,0,14.9,3,7.8,west-southwest,Clear Sky,800,c01n,Sheikhupura,Pakistan,73.985,31.7167
534.525,999,2024-06-17:03,1718593200,66,3.8,253,563.42,98.1,0,0,292.3,102.5,0,0,0,17.2,801.9,2024-06-17T03:00:00,2024-06-17T08:00:00,WSW,35,d,976,0,98.4,0,14.9,0,8.6,west-southwest,Clear Sky,800,c01d,Sheikhupura,Pakistan,73.985,31.7167
952.4678,998,2024-06-17:06,1718604000,65.3,10.5,254,1003.04,123.06,0,0,291,116.3,0,0,0,21.2,925.65,2024-06-17T06:00:00,2024-06-17T11:00:00,WSW,24,d,975.5,0,110.3,0,14.9,0,9.7,west-southwest,Clear Sky,800,c01d,Sheikhupura,Pakistan,73.985,31.7167
880.44763,995.5,2024-06-17:09,1718614800,61.3,8.8,244,920.05,119.05,0,0,288.8,119,0,56,0,15.2,907.71,2024-06-17T09:00:00,2024-06-17T14:00:00,WSW,18,d,973,0,115.5,0,14.9,0,6.9,west-southwest,Scattered clouds,802,c02d,Sheikhupura,Pakistan,73.985,31.7167
363.4406,993.5,2024-06-17:12,1718625600,57.1,2.4,281,377.65,83.22,0,0,290.5,114.9,0,51,0,14,712.13,2024-06-17T12:00:00,2024-06-17T17:00:00,W,16,d,971.5,0,114.4,0,14.9,0,6.9,west,Scattered clouds,802,c02d,Sheikhupura,Pakistan,73.985,31.7167
0,994.5,2024-06-17:15,1718636400,63.9,0,320,0,0,0,0,291.5,111.5,0,0,0,6.8,0,2024-06-17T15:00:00,2024-06-17T20:00:00,NW,25,n,972,0,107.2,0,14.9,0,1.6,northwest,Clear Sky,800,c01n,Sheikhupura,Pakistan,73.985,31.7167
0,995.5,2024-06-17:18,1718647200,70.4,0,221,0,0,0,0,292.5,109.3,0,0,0,1.9,0,2024-06-17T18:00:00,2024-06-17T23:00:00,SW,38,n,973,0,100.7,0,14.9,0,1.4,southwest,Clear Sky,800,c01n,Sheikhupura,Pakistan,73.985,31.7167
0,995.5,2024-06-17:21,1718658000,68.9,0,256,0,0,0,0,292.3,103.5,0,0,0,11.1,0,2024-06-17T21:00:00,2024-06-18T02:00:00,WSW,40,n,973,0,97.3,0,12,0,6.1,west-southwest,Clear Sky,800,c01n,Sheikhupura,Pakistan,73.985,31.7167
1.0188571,996.5,2024-06-18:00,1718668800,69.2,0,270,0.03,1.01,0,0,291.8,100.3,0,0,0,10.5,0.03,2024-06-18T00:00:00,2024-06-18T05:00:00,W,44,n,973.5,0,94.5,0,14.9,0,4.9,west,Clear Sky,800,c01n,Sheikhupura,Pakistan,73.985,31.7167
530.9581,997.5,2024-06-18:03,1718679600,68.9,3.8,287,562.74,98.04,0,0,292.5,106.7,0,27,0,8.5,801.54,2024-06-18T03:00:00,2024-06-18T08:00:00,WNW,37,d,975,0,99.9,0,14.9,0,3.9,west-northwest,Few clouds,801,c02d,Sheikhupura,Pakistan,73.985,31.7167
959.07996,996,2024-06-18:06,1718690400,61.6,10.5,128,1002.72,123.04,0,0,293.3,113.7,0,0,0,4.4,925.47,2024-06-18T06:00:00,2024-06-18T11:00:00,SE,21,d,973.5,0,110.5,0,14.9,0,0.6,southeast,Clear Sky,800,c01d,Sheikhupura,Pakistan,73.985,31.7167
877.5074,992.5,2024-06-18:09,1718701200,63,8.8,217,920.43,119.06,0,0,294.5,120.4,0,0,0,11.5,907.69,2024-06-18T09:00:00,2024-06-18T14:00:00,SW,19,d,970.5,0,115.6,0,14.9,0,5.6,southwest,Clear Sky,800,c01d,Sheikhupura,Pakistan,73.985,31.7167
362.97858,991,2024-06-18:12,1718712000,60,2.4,254,378.52,83.29,0,0,296.3,116.3,0,8,0,14,712.57,2024-06-18T12:00:00,2024-06-18T17:00:00,WSW,18,d,968.5,0,113.8,0,14.9,0,6.5,west-southwest,Few clouds,801,c02d,Sheikhupura,Pakistan,73.985,31.7167
0,991.5,2024-06-18:15,1718722800,63.3,0,243,0,0,0,0,293.3,110.2,0,5,0,6.2,0,2024-06-18T15:00:00,2024-06-18T20:00:00,WSW,25,n,969,0,106.5,0,14.9,0,3.5,west-southwest,Clear Sky,800,c01n,Sheikhupura,Pakistan,73.985,31.7167
0,992.5,2024-06-18:18,1718733600,69,0,181,0,0,0,0,293,108,0,8,0,8.3,0,2024-06-18T18:00:00,2024-06-18T23:00:00,S,36,n,969.5,0,100.9,0,8.4,0,2.1,south,Few clouds,801,c02n,Sheikhupura,Pakistan,73.985,31.7167
0,992,2024-06-18:21,1718744400,68.1,0,217,0,0,0.007,15,293.8,101.7,0,5,0,9.5,0,2024-06-18T21:00:00,2024-06-19T02:00:00,SW,40,n,969,0,96.4,0,14.9,0,5.3,southwest,Clear Sky,800,c01n,Sheikhupura,Pakistan,73.985,31.7167
0.75328386,993.5,2024-06-19:00,1718755200,66.1,0,302,0.02,0.75,0,0,289.8,97.4,0,29,0,14.1,0.01,2024-06-19T00:00:00,2024-06-19T05:00:00,WNW,40,n,971,0,94.2,57,14.9,91,4.9,west-northwest,Overcast clouds,804,c04n,Sheikhupura,Pakistan,73.985,31.7167
459.14877,995,2024-06-19:03,1718766000,69.5,2.3,50,562.02,97.98,0.007,15,292.3,100,0,42,0,23.1,801.18,2024-06-19T03:00:00,2024-06-19T08:00:00,NE,45,d,972,0,94.1,56,12.1,97,6.4,northeast,Overcast clouds,804,c04d,Sheikhupura,Pakistan,73.985,31.7167
